words,p-val
warmth,-4.845713342133151
director should,4.84533681655732
impact on,-4.843986927258336
slow,4.842926533535748
still remember,-4.84273875569776
inspired,-4.842734829068384
look into,-4.842660957856791
to blame,4.841675121416661
let see,4.841646623989913
relax,-4.840994286246195
bad could,4.839757335700566
couldn care,4.837426456501987
character development,4.836097841357044
nothing original,4.833429363961672
all more,-4.833348802971189
knowing,-4.832715011187628
anything at,4.832701607779597
motivation,4.831868634402113
just perfect,-4.83167673586174
realism,-4.829670737197804
film worst,4.829483479083268
absorbing,-4.828853784451677
absolutely worst,4.828407508155191
started on,4.828316846390017
mutant,4.826930878374556
walk,4.8262198334069595
br acting,4.825987203330425
develops,-4.8254498722243175
marie,-4.825004427835154
thoughtful,-4.824845825808725
ended up,4.8238593035472075
lucky,-4.823742424321041
accessible,-4.82340522054001
really makes,-4.822472517224148
worse worse,4.821927863821379
mike myers,4.821542477474234
mess that,4.820779513859543
just boring,4.820570600369359
story takes,-4.820240441020921
pulls off,-4.820190644469702
most original,-4.818670719931742
sickening,4.818604965622861
film amazing,-4.818233455726481
spirit,-4.818155612444827
brian,-4.817645361324738
what worse,4.817494353797275
movie supposed,4.816585722345936
ride,-4.81559696652764
chuck norris,4.814188092442463
douglas,-4.813793658554389
horrible script,4.813320233318614
don see,4.8130326427955294
that br,4.812600822021107
any them,4.809915141914151
also enjoyed,-4.80984137955078
to kill,4.809164903884452
saw movie,-4.808855315918466
cliche in,4.8068935180840935
cheadle,-4.806299740465379
say didn,4.80381563120562
immensely,-4.803712143148153
box,4.802136281377394
scary movie,4.800830518271939
to buy,-4.797842410610352
to care,4.797811014550087
movie would,4.797722472243233
music great,-4.797243558901698
in top,-4.795086984234378
so ridiculous,4.793740248028904
how good,-4.793547866239004
but didn,4.791498119463398
script terrible,4.791041640555717
awfully,4.789729555095439
br here,4.789448667288814
so funny,-4.78826886302899
quest,-4.787637125799316
breath,-4.787521013571713
able to,-4.785440629814862
humour,-4.78515492104474
michelle pfeiffer,-4.784550142103479
weak script,4.7838911333463106
inexplicably,4.783666005006272
wonderful to,-4.782916876424187
oh wait,4.7826395214747395
post war,-4.780305434303439
common sense,4.779564782297272
made tv,4.778425520055401
horrible film,4.777604230682731
be fair,4.7771006506866955
plot br,4.775483191435488
cut,4.774772571650299
performed,-4.774278439540866
allows,-4.774025756426408
horror movies,4.773822640262364
not them,4.773535426453716
worst kind,4.773373253176255
into lives,-4.772327041217679
minutes later,4.770028133565492
br sorry,4.768837624758532
time saw,-4.768703983386888
saving,4.768098672189527
recorded,-4.767441471016385
technicolor,-4.766678038299064
in early,-4.766316345111232
laughably bad,4.7656657987390645
dreadfully,4.763690983833059
as movie,4.762425523607319
scenes,4.7619510528792155
still enjoy,-4.761648334965567
special,4.75995709118199
any these,4.759388591555375
can give,4.759030918375398
title,4.758773908677557
dark,-4.758371923457093
clumsy,4.758001815864542
half time,4.756863865795075
in hat,4.75686253439255
intimate,-4.756437131301652
more movies,-4.756371975410228
olds,4.7546165651878605
in woods,4.7544280596595785
gene,-4.754183136804676
third rate,4.753580932372834
make through,4.75324279177304
throwing,4.752546586219685
do start,4.7521413757938795
plot ridiculous,4.751140933656653
just because,4.750943545717145
diverse,-4.750178093771682
dumber,4.749833345393571
not convincing,4.749136017594233
even call,4.748445800451518
watch again,-4.748191207407942
prince,-4.747994946371281
very low,4.746693076138639
than any,-4.746271712066622
portrayed,-4.746056845959873
feel bad,4.745800270468149
casper van,4.745772412562665
be worth,4.745627874496049
every time,-4.744943671072
incredibly bad,4.744710967422921
maybe if,4.744466312799712
spine,-4.74380027359131
be serious,4.742466435536817
subjected,4.741958966432095
drawn out,4.741082741563628
ever again,4.7407243970811335
on piece,4.740501523852136
credits,4.738831513335643
beyond belief,4.737478133554781
aired,-4.737112238900462
impossible to,4.7368239669688155
saved,4.736117223848222
artistry,-4.734728131861133
delightfully,-4.733246979650733
how stupid,4.733126667097469
arthur,-4.731887297888115
so lame,4.730065339094701
time when,-4.726983741172663
but love,-4.725361938675937
unpleasant,4.722378712602278
breasts,4.721976380800168
very glad,-4.72152469934128
acting just,4.7209610410097165
simply,4.720648463690005
worse movie,4.719954827645477
acting worse,4.719535051712742
inspiring,-4.719330465129107
seamlessly,-4.719268969233863
sit back,-4.716008361954808
oz,-4.715398942280812
unexciting,4.7153959951188416
purpose,4.7148373154087
to recommend,4.714494513929564
films that,-4.714243751114544
positive thing,4.713325081603454
told,-4.713262522409046
originally,-4.712748209956557
finely,-4.712386371057203
female,4.712155745109346
or so,4.712145956225744
keeps guessing,-4.711174653436998
essential,-4.708883038848647
mention,4.70874891886165
decided to,4.708392240782497
really sucks,4.708018754071642
up with,4.707819371110739
acting wooden,4.707700623384215
br grade,4.706108088405224
know where,4.705001750204346
wtf,4.7045986565929265
ripped off,4.704577352427344
eye candy,4.704221402291797
topless,4.703854123559055
poetic,-4.703670593478851
suddenly,4.703481474945805
odyssey,-4.70213069365687
there too,4.701665259748024
powerful film,-4.699435938162372
gratuitous,4.6973421359250995
re supposed,4.696129935540117
every cliche,4.69565008458313
oh well,4.693460582669037
entertaining film,-4.693203058564657
favorite character,-4.692751228930904
engrossed,-4.692508994135856
up,4.688303406436785
watson,-4.687799698878088
out,4.687721698694415
bad editing,4.687636553493745
urban,-4.687497913437576
psychological,-4.6868242641047235
than movie,4.686652745573319
presumably,4.686014893665413
frank sinatra,-4.6859622941864645
experiences,-4.685750961995065
pretty awful,4.685463905973121
dull as,4.683150238292702
pleased,-4.683030404806622
going to,4.6817640941926575
to deal,-4.681605613476694
video camera,4.681077363076139
can watch,-4.680754733032378
movie couldn,4.68032981982165
with any,4.679031795170901
bad funny,4.677822882016095
engaging,-4.6771007868120185
insulted,4.676719019979356
might as,4.676658175538877
art,-4.675208691804575
blends,-4.6751524966649685
than to,4.673408503810347
only way,4.671332992585754
simply awful,4.670308252355411
similar,-4.669686289823363
waste talent,4.668716026800223
that both,-4.66853422824586
movie tries,4.667619533396272
hoping to,4.667283840701676
television,-4.667271523414816
role that,-4.666592939909696
monstrosity,4.666578257677903
br if,4.666536151227082
stupid that,4.666046564666949
turned,4.6638324712309185
chore to,4.663809927129334
deliciously,-4.66243785052601
single,4.661766334756351
approach,-4.660735972454424
love can,-4.659405178007134
make matters,4.65897938038442
portman,-4.657967042373967
had misfortune,4.657886223025806
recommend film,-4.657754466487648
drama that,-4.656795196109618
will like,-4.656538249217661
still do,-4.656401281743736
annoying br,4.656246677390965
stark,-4.655343430042203
well developed,-4.655058795057036
oh dear,4.65398297242696
favourite films,-4.653869799953398
great character,-4.653319861579987
delicious,-4.653189375261205
could make,4.652318095853846
don rent,4.651938732105601
bravo,-4.650869541827852
dvd cover,4.6505702994824505
struggles,-4.64884182905142
what life,-4.648314597391847
to say,4.647924242687746
be bothered,4.647383288849439
amateurs,4.647051224914975
br to,4.647022146595321
inventive,-4.646680394020738
victims,4.645187861574774
plot so,4.644147212618711
opinion best,-4.642415353506917
kind,4.641710828859251
ugh,4.6415269750096755
appeared to,4.641522686759079
two,-4.640021425122244
first movie,4.639793764532318
tunes,-4.639480739298982
edie,-4.6387706091761505
bad ones,4.638762079315533
get worse,4.638445053500025
paper thin,4.638051698580958
didn pay,4.636106268414761
with worst,4.63557862105032
inducing,4.635556427339286
brilliance,-4.6348535447790375
timing,-4.634691566734652
might enjoy,4.6342694358495935
bearable,4.6340308081393955
released on,-4.632682983403289
brings back,-4.63213622151204
even try,4.630094259960708
amazing as,-4.6297049180876515
sublime,-4.629127249876256
just waste,4.628963160205701
shia,-4.627349178171464
watched again,-4.6272516567175614
impeccable,-4.627033450458128
comedy,-4.626512431123407
atmospheric,-4.62615180875847
great time,-4.625979950270279
br loved,-4.625764173015161
bad name,4.625470971312882
so annoying,4.625432767530697
sh,4.624471039135048
never fails,-4.623326944433039
bad idea,4.62201499032467
warning,4.621145405784484
extremely boring,4.620170559900548
but otherwise,4.619556322791555
better things,4.619253057868298
drawn into,-4.619047997590712
to put,4.6190183942372265
got worse,4.618066767353264
colorful,-4.617063879672776
may seem,-4.616571709691409
on vhs,-4.615351698742688
once again,-4.615225890049116
health,-4.614031572193466
determination,-4.612002603530347
victor,-4.611304395407426
ll give,4.608029845298747
to deliver,4.606913244946281
plan from,4.606848493515447
chick,4.606455025725534
detract,-4.60586765250021
reveals,-4.605269177442992
challenges,-4.604611685430492
well told,-4.6043825726240355
fall asleep,4.60314922683591
not entertaining,4.6027363207960805
ajay,4.600872486072878
compassion,-4.599939589174802
disappointment br,4.599033915464554
effects bad,4.598453236049504
excellent story,-4.59792956516171
absolutely hilarious,-4.597539931533204
beautifully filmed,-4.597532697456126
genuine,-4.597480375020043
vividly,-4.597194320149193
really awful,4.597120955210342
than,4.596187358860759
bad would,4.595399202391555
favorite films,-4.594217163119302
forward to,4.593504971673727
seem to,4.593265407439432
cannot believe,4.593127255508753
unbearable,4.5917843565646885
marvelously,-4.5913887410500465
release on,-4.5906681112091885
extremely poor,4.590099092295604
incompetent,4.5897598789658804
refund,4.588453118880131
bad story,4.587371445759247
that wasted,4.5873490230974605
pleasant surprise,-4.586706307337241
did anyone,4.586565375804483
corruption,-4.585907958449201
enjoyable movie,-4.585619699819909
dana andrews,-4.585038723211337
done better,4.58483150026874
banal,4.584806841085918
least bit,4.584173496351026
struggle,-4.582048872924851
outer space,4.581325577285776
environment,-4.581293496746391
blair,4.580794370221937
spent watching,4.580445910543571
isn enough,4.579581523030433
generation,-4.579344676601802
script br,4.579234579225288
detail,-4.579210760787694
terrible plot,4.576552142139809
fails in,4.576117124925468
part movie,4.576018957369952
played to,-4.575888711147521
about 30,4.575330590585115
cinema,-4.575041843718622
car,4.572618695044765
awful movies,4.572561901014437
who made,4.57217017985864
cope,-4.571763715568283
astounding,-4.571013118744741
on something,4.570487704614856
celebration,-4.569140982841122
okay but,4.5685968025521575
unappealing,4.567869749308332
movie there,4.567267102029359
high quality,-4.566027318055062
disbelief,4.564704565481663
remake,4.562063704596907
times still,-4.559719283695537
beautiful in,-4.559513346090906
job portraying,-4.558481143504884
stay awake,4.558051493818044
year olds,4.557770863720153
that funny,4.557715421162586
check out,-4.55698867960803
bad like,4.554998319780939
jewel,-4.554180359988335
silent,-4.554060633341668
comes off,4.552345411303382
multi,-4.55137885252984
pathetic attempt,4.551121093886254
but not,4.550929944717177
bad dialogue,4.549897649283632
ingenious,-4.5476447527965425
in today,-4.547591371799877
to eyes,-4.547576894913634
looks more,4.547302576196175
really looking,4.546903506493511
care less,4.546851825943618
into life,-4.54640023285703
interested in,-4.5460186426082805
understand how,4.545608711776209
nolan,-4.544927848669578
family film,-4.544162266873034
no emotion,4.543506262385951
to work,4.543230307313155
work with,4.538813144952796
pleasure to,-4.5378265345508995
simon,-4.5373117372064025
grew up,-4.536084814986503
production values,4.535826834460308
brilliant film,-4.535248903348732
inner,-4.533912123011186
didn seem,4.533529473499504
cassavetes,-4.53083684944055
so weak,4.530416738080268
like bunch,4.530291497763314
boring to,4.529260636735929
paycheck,4.529032528298309
more annoying,4.52887070382706
average,4.5285125190133515
humor,-4.527545286227286
minutes br,4.527465724497635
movie don,4.525213418006574
preminger,-4.524826316235768
had better,4.523877138196783
mainstream,-4.5236210389097735
india,-4.522271344790719
among worst,4.5220154646943795
pfeiffer,-4.521989644129776
angry,4.521622075368327
wastes,4.518521310669619
then will,-4.518437504246932
vulnerability,-4.518436832955132
gerard,-4.51792337121799
understanding,-4.5172005877445045
told story,-4.517074599716816
jackson,-4.516998555810561
when,-4.516572304904527
joan,-4.5151360950508135
stilted,4.5139744930387256
naked,4.5109274223768345
half life,4.510682347658787
ripoff,4.509821466894417
there scene,4.50972318054462
amazing br,-4.509699511129875
cringe worthy,4.509062048316359
agreed,4.50903881454552
that had,4.5069612324264785
journey to,-4.506942681800202
lyrics,-4.506775697040005
simply isn,4.505909963983984
columbo,-4.503099319553826
wonderful performances,-4.503000275506548
story love,-4.502869086937033
br problem,4.5020530549911095
half decent,4.501975657774225
grim,-4.499116649299578
place in,-4.498730366709481
embarrassing to,4.498044803845087
br definitely,-4.496881410744549
alas,4.496301232095923
tenderness,-4.495856450573852
not in,4.4947766598688155
dull br,4.494530373713198
cheese,4.4944723201359675
glad did,-4.494147848065615
great in,-4.493377365315493
well put,-4.493271959497314
great family,-4.493013226456872
visually,-4.492898360585919
job with,-4.4897345564528885
velvet,-4.489571117798799
randy quaid,4.489069789246613
sloppy,4.488895167758835
vinnie jones,4.4862281359083775
minutes in,4.485533703399559
numbingly,4.484205605764657
delighted,-4.483991152166239
hartley,-4.48327145277195
to bother,4.480220457227805
conveniently,4.480159798468492
find copy,-4.478504172039123
samuel,-4.477634554825402
there none,4.477618157881132
stiff,4.476889431099682
to poor,4.475112305260087
glued,-4.474316671972661
riveting,-4.473813786157326
facing,-4.473688928186222
gave up,4.4727276904465665
great soundtrack,-4.472725512606608
better job,4.472326626411458
youth,-4.472265372668401
most amazing,-4.4700255950154295
bad don,4.468423817572439
movie ve,4.468061539678884
pseudo,4.467242845686408
if really,4.466914873795661
devoid,4.466672415560445
keeping,-4.466338413778459
shown,-4.466315074009575
ineffective,4.466145359833172
at humor,4.464791322111929
extremely funny,-4.463990672379384
gradually,-4.463910306994413
live in,-4.463608870532376
nope,4.462659204220145
been much,4.462533970359201
plods,4.462331242135549
times since,-4.461731059206123
better br,4.461702124139082
very true,-4.461601007760736
funniest movies,-4.459776296984175
even look,4.459311873376121
rehash,4.458169356529785
van,4.458001689463588
purchased,-4.457722899031129
scream,4.457509623882629
touched by,-4.455699500958594
gives great,-4.455597845248216
video store,4.455207548273693
whiny,4.455157464164899
less,4.455138973172499
along with,-4.45508041612158
dragged on,4.454368000398588
adventures,-4.454279642786695
tv in,-4.453813147053002
blend,-4.45191365577373
underdeveloped,4.451307884569188
zeta jones,4.4508117806908265
just made,4.450653054041023
filled,-4.4506194182440195
predictable as,4.450125063076877
intentions,4.449688735010501
development,4.449399784565411
just seems,4.4492431830019505
that someone,4.4491374056397825
paulie,-4.4476000322183475
poor direction,4.447458377633631
pathetically,4.446651903455048
discernible,4.446185825263535
plot movie,4.4446410020415525
thats,4.444495703302165
very cheap,4.444372294500131
clearly,4.444328874021087
spit,4.444283460001067
pathos,-4.4428434703837665
funniest movie,-4.442177131632032
such waste,4.44183464553174
home,-4.441644846441234
well executed,-4.440484689586486
still funny,-4.440318120569173
ridden,4.43976433101725
castle,-4.43819558938738
line,4.438170122341751
nauseating,4.437292099442108
starts,4.436485498610172
stanwyck,-4.43638792450065
isn very,4.434925433628618
promise,4.43473878898665
plot line,4.434688331677894
only assume,4.43352423041297
theme,-4.432501736252122
no nonsense,-4.432274234519537
read book,4.431688963684766
in wonderful,-4.4315805809107305
remotely funny,4.4315399701580755
superb as,-4.431030316552089
life to,-4.4307367375758435
or hate,-4.430609387489689
woven,-4.428168830840779
why bother,4.427187453160856
ultimate,-4.4267332919747115
in grave,4.424294585166062
worst in,4.423196674744007
aren even,4.422605256413476
eaten,4.422031520219554
predator,4.421827753497012
so fake,4.4213421195236045
don cheadle,-4.4213180616827445
succeeds,-4.420669291158404
confused,4.420266071708106
nothing funny,4.419690720379028
living in,-4.419272446474137
lack talent,4.418894125158054
least had,4.418501211941439
peters,-4.417443620176314
since then,-4.415859975134097
watch enjoy,-4.4147885869486565
gentleman,-4.412788010226835
sequel to,4.411898487284829
what great,-4.4111802199320405
nuanced,-4.410988089266585
clothes,4.409830143369997
if that,4.408492096276943
that wrong,4.40808209699406
awful in,4.407887515371792
said,4.407342398583697
comedic,-4.406191219892077
around in,4.405673394140714
br please,4.405545167278196
acting top,-4.405135203050975
how anyone,4.403749359772315
mind numbingly,4.402859328392033
seen film,-4.401633981293059
cinematography,-4.401612731943382
something but,4.401073204489318
really dumb,4.399832660622298
proud,-4.39972564703611
if love,-4.399041848363206
lance henriksen,4.398627134641037
film also,-4.398076572492424
great work,-4.39795120344986
crap like,4.397494690567962
farley,-4.397156014362971
julie,-4.396607661794104
thrilling,-4.395742039745297
wrong with,4.395100945496256
in black,-4.3944026115881085
gackt,-4.3934089596052255
lowest,4.392553631546727
bad direction,4.391072340787467
all in,-4.390880024533498
movie like,4.390559298996908
even think,4.3904471897159025
movie shows,-4.390096933518358
every day,-4.389941679179601
stale,4.389811898906146
kurt russell,-4.389731465274328
much time,4.388299878000265
ever since,-4.38817044802336
acting even,4.387949621354087
get any,4.387744898617512
with little,4.386479907630446
untalented,4.385872781691024
well cast,-4.38585971856071
there reason,4.385831726294186
gem film,-4.38531582167939
told with,-4.382724489319772
fantastic movie,-4.382648210484667
perfect but,-4.381240857451914
forwarded,4.381011298981092
second rate,4.380988209213193
store,4.3808640771480345
widmark,-4.3796479688623675
virtually no,4.377744603252032
pre,-4.376829831045942
respective,-4.3766999903048704
low quality,4.376691570802954
anything good,4.3763553862348
off after,4.375222665306232
than watch,4.375110263817751
wwii,-4.374740718631512
jean claude,4.374583107308513
best in,-4.37400408165196
makes cry,-4.373096693316755
fine film,-4.372481896347972
just wonderful,-4.372329579119689
funny at,4.371995452666248
as comedy,4.371832013022176
bad actor,4.3718190390295035
best comedy,-4.3712622067708375
sort,4.371168179375269
loyal,-4.3707134209301275
something else,4.370709304024294
so good,-4.370527326169737
plenty,-4.370454897988374
political,-4.370140186288498
marginally,4.368514667284597
didn help,4.36826739167711
situations,-4.367871105213021
parker,-4.367552315372459
most films,-4.367465061498031
aired on,-4.366940765836315
like someone,4.3663163860108565
most famous,-4.366294236945452
love stories,-4.3661499953058875
with terrible,4.366047667007307
irrelevant,4.365791237881239
elements,-4.365645805667797
not afraid,-4.3645056152833925
any level,4.364346554609626
only problem,-4.363806125391773
haines,-4.36358587777152
great idea,4.362820774686175
west,-4.362622104227675
glued to,-4.360978719196087
hated movie,4.36041474404815
fear,-4.360323179157159
buy,-4.360073288889331
simple yet,-4.359856509700373
sure to,-4.359636457590215
character actors,-4.358410941921788
special mention,-4.358292625349575
want to,4.357488999458378
plan,4.3567677009517665
film nothing,4.35652312420805
very powerful,-4.356312905029485
film fails,4.356285957391103
so let,4.356231989805084
badly done,4.3548445088031364
focuses,-4.354790625640252
vapid,4.354562595501765
detract from,-4.353763046421724
that horrible,4.35290746915587
most disappointing,4.3524696684935575
dien,4.35246181576347
only character,4.351446289892559
put,4.3511729069755845
great little,-4.350621832484709
own right,-4.349826451406223
phenomenal,-4.347652522296112
